Gene	Isoform	ExplogFC/FC	P
ENSG00000004478	Expression	0.784638609778825	0
ENSG00000004478	ENST00000001008	1.01806207679692	0.97411
ENSG00000004478	ENST00000539181	0.884434487746048	0.81079
ENSG00000004478	ENST00000543037	0.834958001788681	0.64109
ENSG00000004478	ENST00000630279	0.885881719985503	0.78981
ENSG00000004487	Expression	0.0269392013118949	0.97342
ENSG00000004487	ENST00000356634	1.01452038723309	0.9774
ENSG00000004487	ENST00000400181	0.90117750547125	0.87993
ENSG00000004487	ENST00000602503	0.919721881041396	0.88275
ENSG00000004534	Expression	0.00183948001303161	0.9888
ENSG00000004534	ENST00000266022	1.00973256732304	0.97953
ENSG00000004534	ENST00000438912	0.852846837936924	0.73397
ENSG00000004700	Expression	-0.00529304781338102	0.98802
ENSG00000004700	ENST00000421138	1.03623029655928	0.96978
ENSG00000004700	ENST00000444129	0.981253171429832	0.97793
ENSG00000004897	Expression	-0.00432526415331402	0.98819
ENSG00000004897	ENST00000066544	0.999475690471537	0.97075
ENSG00000004897	ENST00000575830	1.01517194785443	0.96897
ENSG00000004961	Expression	0.00191038996417064	0.98819
ENSG00000004961	ENST00000321143	1.03833073296633	0.95766
ENSG00000004961	ENST00000380762	0.988196837532443	0.97091
ENSG00000005020	Expression	-0.0107517398110864	0.98535
ENSG00000005020	ENST00000345317	1.03368722300977	0.94976
ENSG00000005020	ENST00000489977	0.881739271492353	0.80032
ENSG00000005020	ENST00000495802	0.871248634468989	0.76167
ENSG00000005059	Expression	-0.00121332569718465	0.98762
ENSG00000005059	ENST00000394650	1.00719425770172	0.9733
ENSG00000005059	ENST00000472310	0.991283545202302	0.97293
ENSG00000005100	Expression	0.00215689365934945	0.98973
ENSG00000005100	ENST00000225296	0.985415790851804	0.97227
ENSG00000005100	ENST00000572490	1.0922616061003	0.88226
ENSG00000005156	Expression	0.0244934965073192	0.97315
ENSG00000005156	ENST00000262327	0.993424622997703	0.93072
ENSG00000005156	ENST00000378526	0.974137753563258	0.944
ENSG00000005156	ENST00000586058	1.12071883421728	0.73528
ENSG00000005156	ENST00000590181	1.06402325732137	0.87272
ENSG00000005156	ENST00000593099	1.09088035728052	0.79933
ENSG00000005175	Expression	-0.00471289053954174	0.98895
ENSG00000005175	ENST00000005386	1.02075762673101	0.9395
ENSG00000005175	ENST00000380650	0.99655076472767	0.94691
ENSG00000005175	ENST00000432584	0.986063979746573	0.93596
ENSG00000005175	ENST00000551293	0.959737282268072	0.90901
ENSG00000005206	Expression	-0.00535697153689861	0.98559
ENSG00000005206	ENST00000585725	1.02955014289794	0.95568
ENSG00000005206	ENST00000589515	0.980643407901043	0.96139
ENSG00000005302	Expression	0.00512212883021249	0.98557
ENSG00000005302	ENST00000312196	1.00855108914566	0.96766
ENSG00000005302	ENST00000337339	0.985126189985154	0.96662
ENSG00000005339	Expression	0.0122129614898701	0.98897
ENSG00000005339	ENST00000262367	0.908212577907156	0.92298
ENSG00000005339	ENST00000382070	1.03791655386392	0.97807
ENSG00000005339	ENST00000571763	0.982874789861244	0.95465
ENSG00000005436	Expression	-0.00312059172131744	0.98832
ENSG00000005436	ENST00000321027	1.1229261401429	0.75363
ENSG00000005436	ENST00000442309	1.00957368504485	0.91856
ENSG00000005436	ENST00000470503	0.982498420640391	0.92002
ENSG00000005436	ENST00000472230	0.869051558177181	0.73474
ENSG00000005483	Expression	0.0016621869357873	0.98886
ENSG00000005483	ENST00000257745	1.07635491422981	0.88656
ENSG00000005483	ENST00000478990	0.928970178027336	0.89014
ENSG00000005483	ENST00000622386	0.921639053638911	0.89344
ENSG00000005700	Expression	-0.0266880694548982	0.96609
ENSG00000005700	ENST00000306270	0.991589649917994	0.98672
ENSG00000005700	ENST00000510291	1.01361082530561	0.9858
ENSG00000005801	Expression	-0.00587999446176411	0.98698
ENSG00000005801	ENST00000354599	0.987147974695626	0.97165
ENSG00000005801	ENST00000399602	1.02404947556563	0.96803
ENSG00000005810	Expression	-0.0693714234984325	0.85541
ENSG00000005810	ENST00000462987	1.02380766736141	0.89743
ENSG00000005810	ENST00000485061	1.10092235038348	0.7844
ENSG00000005810	ENST00000491491	1.09957353679144	0.79294
ENSG00000005810	ENST00000544440	0.997648996952878	0.93903
ENSG00000005812	Expression	-0.0170896897710161	0.98064
ENSG00000005812	ENST00000355619	0.993767971420542	0.9701
ENSG00000005812	ENST00000417323	1.07742832124304	0.90774
ENSG00000005882	Expression	-0.0156536956456045	0.97655
ENSG00000005882	ENST00000503176	0.98423738980276	0.95954
ENSG00000005882	ENST00000508960	1.07825889789651	0.89492
ENSG00000005889	Expression	-0.00153552235057224	0.98917
ENSG00000005889	ENST00000304543	0.959405769454021	0.97328
ENSG00000005889	ENST00000379188	1.07559180957225	0.93579
ENSG00000005893	Expression	-0.00893547120727719	0.98737
ENSG00000005893	ENST00000200639	0.858959036858971	0.73331
ENSG00000005893	ENST00000371335	1.04540640479865	0.94282
ENSG00000005893	ENST00000434600	0.967182875239303	0.94064
ENSG00000006007	Expression	-0.00568816619719253	0.98829
ENSG00000006007	ENST00000353258	0.967176954985759	0.96538
ENSG00000006007	ENST00000564172	1.10543931722188	0.85342
ENSG00000006015	Expression	0.00341627789976899	0.98658
ENSG00000006015	ENST00000358607	0.955743383670968	0.9341
ENSG00000006015	ENST00000600997	1.16118398989421	0.66386
ENSG00000006042	Expression	0.00395476266242073	0.98705
ENSG00000006042	ENST00000394642	1.01561150467332	0.97419
ENSG00000006042	ENST00000579849	0.931824514306909	0.92894
ENSG00000006118	Expression	0.000129736036100192	0.98747
ENSG00000006118	ENST00000005286	1.0002303006553	0.97003
ENSG00000006118	ENST00000535480	0.999448428248278	0.96996
ENSG00000006125	Expression	-0.0276537668036315	0.96934
ENSG00000006125	ENST00000612116	0.192863383920482	0.00031
ENSG00000006125	ENST00000614600	2.24468665945497	7e-05
ENSG00000006125	ENST00000621914	1.1421866128862	0.57761
ENSG00000006194	Expression	0.00284898177923316	0.98838
ENSG00000006194	ENST00000219069	0.952853656815184	0.90973
ENSG00000006194	ENST00000538765	1.09836148687583	0.81052
ENSG00000006194	ENST00000572748	0.998301076567569	0.91818
ENSG00000006194	ENST00000575823	0.885412418869449	0.77697
ENSG00000006451	Expression	-0.000173550067070872	0.98835
ENSG00000006451	ENST00000005257	0.945992490029136	0.93254
ENSG00000006451	ENST00000434466	1.06888566100452	0.9007
ENSG00000006451	ENST00000468201	0.951510840163326	0.92522
ENSG00000006453	Expression	-0.024843588703313	0.96756
ENSG00000006453	ENST00000005260	0.980206698927792	0.97946
ENSG00000006453	ENST00000462558	1.03676908220145	0.97183
ENSG00000006459	Expression	-0.00998225206858703	0.98659
ENSG00000006459	ENST00000397560	0.994959057212732	0.94897
ENSG00000006459	ENST00000478996	1.20727235971471	0.47823
ENSG00000006530	Expression	0.00826502743908666	0.98765
ENSG00000006530	ENST00000473247	0.972257922280352	0.95696
ENSG00000006530	ENST00000495028	0.935322851548432	0.89972
ENSG00000006530	ENST00000629555	1.07480998600611	0.88678
ENSG00000006607	Expression	0.0307032902117294	0.96034
ENSG00000006607	ENST00000264042	0.969911298234349	0.93474
ENSG00000006607	ENST00000413432	0.985354467693263	0.95691
ENSG00000006607	ENST00000627550	1.04474459167106	0.92338
ENSG00000006625	Expression	-0.0146864073870355	0.98206
ENSG00000006625	ENST00000275428	1.02284609210582	0.97854
ENSG00000006625	ENST00000440082	0.957200107130872	0.96771
ENSG00000006634	Expression	-0.0158864642863336	0.97942
ENSG00000006634	ENST00000430279	0.945055613473173	0.95201
ENSG00000006634	ENST00000431138	1.02298916728594	0.97573
ENSG00000006652	Expression	-0.0109162373023801	0.98495
ENSG00000006652	ENST00000005558	1.19912194571005	0.55461
ENSG00000006652	ENST00000403825	0.918868100652001	0.87596
ENSG00000006652	ENST00000421296	0.927135386959819	0.87428
ENSG00000006712	Expression	0.0177395454566882	0.97997
ENSG00000006712	ENST00000221265	1.00398799096042	0.98141
ENSG00000006712	ENST00000595379	0.850822813715305	0.72688
ENSG00000006715	Expression	-0.00731970120332905	0.98793
ENSG00000006715	ENST00000310301	0.995860352909866	0.95592
ENSG00000006715	ENST00000395969	0.985219696519006	0.954
ENSG00000006715	ENST00000414632	1.0813002701908	0.85646
ENSG00000006744	Expression	2.49776650819167	0
ENSG00000006744	ENST00000395962	1.0471017562046	0.9663
ENSG00000006744	ENST00000426905	0.892815316832081	0.87005
ENSG00000007168	Expression	-0.00234894122129469	0.99024
ENSG00000007168	ENST00000397193	1.15171792801633	0.67036
ENSG00000007168	ENST00000397195	0.978967904549218	0.95034
ENSG00000007168	ENST00000572915	1.0246646730823	0.92001
ENSG00000007202	Expression	0.0284366057718249	0.96998
ENSG00000007202	ENST00000528896	0.983077830225209	0.99771
ENSG00000007202	ENST00000544884	1.03915921082415	0.99409
ENSG00000007372	Expression	0.00201244686299276	0.98784
ENSG00000007372	ENST00000533333	1.02888886482103	0.95889
ENSG00000007372	ENST00000638965	0.971828535258044	0.95919
ENSG00000007923	Expression	0.114057920380187	0.85714
ENSG00000007923	ENST00000377577	0.999844715483362	0.97317
ENSG00000007923	ENST00000472414	1.001117655065	0.9731
ENSG00000007944	Expression	0.00278828118593038	0.98689
ENSG00000007944	ENST00000349606	0.982523495676125	0.96362
ENSG00000007944	ENST00000356840	1.02329052114948	0.96105
ENSG00000008018	Expression	0.00877691792620184	0.98859
ENSG00000008018	ENST00000262193	1.00403585176903	0.98141
ENSG00000008018	ENST00000462957	0.909496556239883	0.89948
ENSG00000008294	Expression	-0.0232117094369498	0.97569
ENSG00000008294	ENST00000357122	1.1377454090958	0.73302
ENSG00000008294	ENST00000505173	0.810590219487965	0.53398
ENSG00000008294	ENST00000509724	0.981854710026167	0.9151
ENSG00000008294	ENST00000511312	0.988324215174087	0.91261
ENSG00000008294	ENST00000515685	0.927536005514449	0.86375
ENSG00000008394	Expression	0.0238247131490005	0.97009
ENSG00000008394	ENST00000396210	0.9912808346256	0.96602
ENSG00000008394	ENST00000536371	1.03653704024295	0.95365
ENSG00000008405	Expression	0.0113047918477463	0.98411
ENSG00000008405	ENST00000008527	1.00358792623793	0.97524
ENSG00000008405	ENST00000549356	0.954840344624187	0.95552
ENSG00000008710	Expression	-0.105890039210106	0.90576
ENSG00000008710	ENST00000262304	1.00297997912241	0.97349
ENSG00000008710	ENST00000561991	0.954111401483363	0.94548
ENSG00000008735	Expression	-9.93679527695833e-05	0.98851
ENSG00000008735	ENST00000008876	0.999779641864113	0.97637
ENSG00000008735	ENST00000329492	1.00008012774671	0.9763
ENSG00000008838	Expression	0.273462700590596	0.74667
ENSG00000008838	ENST00000356271	1.1618707454198	0.64892
ENSG00000008838	ENST00000535071	0.95796109719537	0.94189
ENSG00000008952	Expression	0.0100369433210502	0.98807
ENSG00000008952	ENST00000337002	0.978138455095452	0.96125
ENSG00000008952	ENST00000460513	1.09381727501088	0.82348
ENSG00000008952	ENST00000480708	1.01893375237331	0.96447
ENSG00000008952	ENST00000481435	0.903911916777814	0.84731
ENSG00000008988	Expression	-0.0106583115135638	0.99004
ENSG00000008988	ENST00000009589	1.03630248099582	0.94945
ENSG00000008988	ENST00000521289	0.934457341856934	0.88298
ENSG00000008988	ENST00000523936	0.89730239177303	0.81184
ENSG00000008988	ENST00000524349	0.864922920473062	0.72364
ENSG00000008988	ENST00000618656	0.748497610733889	0.27287
ENSG00000009307	Expression	-0.0466078475735016	0.94478
ENSG00000009307	ENST00000339438	1.07137092613532	0.95959
ENSG00000009307	ENST00000525970	0.893677703773617	0.89313
ENSG00000009307	ENST00000530886	0.932096500976309	0.98204
ENSG00000009307	ENST00000534699	1.03633370006265	0.99288
ENSG00000009307	ENST00000610726	0.925659589652594	0.88998
ENSG00000009335	Expression	0.0108030618509232	0.98749
ENSG00000009335	ENST00000348165	1.00350176148193	0.98401
ENSG00000009335	ENST00000469336	0.964988470508646	0.9742
ENSG00000009780	Expression	0.00238378008943412	0.98678
ENSG00000009780	ENST00000373954	1.02567037010278	0.9647
ENSG00000009780	ENST00000530324	0.976660249414187	0.96585
ENSG00000009830	Expression	-0.0118907042220317	0.97989
ENSG00000009830	ENST00000261534	1.0164204465955	0.93785
ENSG00000009830	ENST00000557289	0.966394447735644	0.92797
ENSG00000009830	ENST00000557675	0.964318175942779	0.92802
ENSG00000009844	Expression	0.0078895775178207	0.98756
ENSG00000009844	ENST00000367621	0.969591050603634	0.95271
ENSG00000009844	ENST00000367630	1.08580191847299	0.84343
ENSG00000009844	ENST00000620996	1.02948572679901	0.94281
ENSG00000009954	Expression	0.00443813114090408	0.99378
ENSG00000009954	ENST00000339594	0.996037815469981	0.99987
ENSG00000009954	ENST00000404251	1.00223698629768	0.99987
ENSG00000010072	Expression	-0.0123993359236487	0.98407
ENSG00000010072	ENST00000295050	1.01329690030097	0.95772
ENSG00000010072	ENST00000391858	0.902671178576516	0.83999
ENSG00000010072	ENST00000469904	1.00230699677385	0.9563
ENSG00000010219	Expression	0.00347771932661336	0.98673
ENSG00000010219	ENST00000536137	1.0720032124029	0.90652
ENSG00000010219	ENST00000544671	0.981856695279481	0.95919
ENSG00000010244	Expression	0.0473327541813269	0.92611
ENSG00000010244	ENST00000321233	1.17888417736442	0.57912
ENSG00000010244	ENST00000394670	0.867994330046263	0.75801
ENSG00000010244	ENST00000394673	1.03112777611527	0.94063
ENSG00000010244	ENST00000579810	1.0120115163734	0.89707
ENSG00000010244	ENST00000582705	1.12055460141033	0.74134
ENSG00000010256	Expression	0.0110622186803031	0.98706
ENSG00000010256	ENST00000203407	0.999475886202034	0.96552
ENSG00000010256	ENST00000412343	1.00845059230094	0.95484
ENSG00000010256	ENST00000472438	0.975556376681129	0.93517
ENSG00000010278	Expression	-0.00482195304631452	0.98747
ENSG00000010278	ENST00000009180	0.993538973941196	0.9701
ENSG00000010278	ENST00000610354	1.01497618765134	0.96818
ENSG00000010292	Expression	-0.0157179669005609	0.98761
ENSG00000010292	ENST00000315579	1.15675595125158	0.70041
ENSG00000010292	ENST00000539084	0.939827290932267	0.97742
ENSG00000010292	ENST00000542492	1.0018064450998	0.97035
ENSG00000010318	Expression	0.00498216224695244	0.98656
ENSG00000010318	ENST00000327906	1.03120145673901	0.95762
ENSG00000010318	ENST00000473145	0.989206025975387	0.96627
ENSG00000010404	Expression	-0.0173848051461962	0.97954
ENSG00000010404	ENST00000340855	1.01666737473361	0.95408
ENSG00000010404	ENST00000370441	0.926005462273328	0.89174
ENSG00000010404	ENST00000428056	0.925803598804246	0.88982
ENSG00000010539	Expression	-2.79844602542317e-05	0.98744
ENSG00000010539	ENST00000575285	0.912938997646281	0.88753
ENSG00000010539	ENST00000575948	1.06823079086415	0.91862
ENSG00000010810	Expression	-0.00676118953657874	0.98869
ENSG00000010810	ENST00000368678	1.09057974489616	0.83381
ENSG00000010810	ENST00000467921	0.913669206084184	0.85476
ENSG00000010810	ENST00000484067	1.02765283232826	0.90674
ENSG00000010810	ENST00000496864	0.987899880012668	0.91898
ENSG00000010810	ENST00000524310	0.982221841417764	0.9306
ENSG00000011007	Expression	0.00313831585948325	0.99041
ENSG00000011007	ENST00000609199	0.987350242378924	0.99353
ENSG00000011007	ENST00000613537	1.02452863416112	0.99124
ENSG00000011028	Expression	-0.0773743105034278	0.9214
ENSG00000011028	ENST00000303375	0.997415596392441	0.96767
ENSG00000011028	ENST00000584682	1.01197107487635	0.96639
ENSG00000011114	Expression	-0.0256338970638193	0.96792
ENSG00000011114	ENST00000298896	0.89397473126567	0.80602
ENSG00000011114	ENST00000334746	1.093003461987	0.83112
ENSG00000011114	ENST00000554565	0.921383188106337	0.86712
ENSG00000011114	ENST00000554644	0.980941154217479	0.92085
ENSG00000011243	Expression	0.0146333969263343	0.98021
ENSG00000011243	ENST00000397410	0.951621143766104	0.9243
ENSG00000011243	ENST00000595087	0.986431043990648	0.93834
ENSG00000011243	ENST00000595465	1.02013299000911	0.94469
ENSG00000011258	Expression	-0.0186183889730447	0.97521
ENSG00000011258	ENST00000376381	1.02498087949196	0.9662
ENSG00000011258	ENST00000586178	0.989275025055079	0.97104
ENSG00000011275	Expression	0.00383474692612201	0.98877
ENSG00000011275	ENST00000389902	1.03933120736755	0.98034
ENSG00000011275	ENST00000425013	0.899797467819583	0.899
ENSG00000011295	Expression	-0.0569567248547287	0.92477
ENSG00000011295	ENST00000261647	0.955348391466066	0.92932
ENSG00000011295	ENST00000465567	1.02013953917775	0.9289
ENSG00000011295	ENST00000497842	1.05592302790804	0.90705
ENSG00000011304	Expression	-0.00541495387989577	0.99295
ENSG00000011304	ENST00000350092	0.903786584513539	0.85618
ENSG00000011304	ENST00000356948	0.589821242237887	0.11643
ENSG00000011304	ENST00000585856	0.92381565529075	0.73968
ENSG00000011304	ENST00000585932	0.994526884237762	0.93046
ENSG00000011304	ENST00000585956	1.3023371124072	0.30378
ENSG00000011304	ENST00000586944	1.17716043323589	0.6743
ENSG00000011304	ENST00000635647	1.13308664764448	0.72749
ENSG00000011405	Expression	0.00178732812701823	0.99008
ENSG00000011405	ENST00000265970	1.01154136368334	0.96768
ENSG00000011405	ENST00000503729	0.996101855454091	0.94244
ENSG00000011405	ENST00000533645	0.952671383907582	0.94577
ENSG00000011426	Expression	0.00548472244339987	0.98951
ENSG00000011426	ENST00000265748	1.03044389373328	0.9498
ENSG00000011426	ENST00000396068	0.954649951435349	0.9169
ENSG00000011426	ENST00000446635	0.936826582960346	0.89882
ENSG00000011426	ENST00000495714	0.938057356664858	0.90773
ENSG00000011485	Expression	0.0257685327542198	0.97262
ENSG00000011485	ENST00000012443	0.999409768872915	0.97291
ENSG00000011485	ENST00000487483	1.02272075344092	0.96826
ENSG00000011523	Expression	-0.000450168011070164	0.988
ENSG00000011523	ENST00000377990	1.00273915087895	0.97321
ENSG00000011523	ENST00000537589	0.976970662967097	0.96884
ENSG00000012174	Expression	-0.0109115607058746	0.98526
ENSG00000012174	ENST00000365779	0.972345381343299	0.96643
ENSG00000012174	ENST00000379484	1.00085992655976	0.9735
ENSG00000012660	Expression	-0.000269112418967628	0.98989
ENSG00000012660	ENST00000304434	0.998175351131549	0.96586
ENSG00000012660	ENST00000370913	1.0758356089615	0.90492
ENSG00000012822	Expression	-0.0567383729528163	0.93936
ENSG00000012822	ENST00000262059	1.00135886713903	0.96946
ENSG00000012822	ENST00000550804	0.999804134015378	0.96954
ENSG00000012963	Expression	-0.018395260729296	0.97886
ENSG00000012963	ENST00000013070	1.00156156160298	0.95127
ENSG00000012963	ENST00000553674	1.03022467547648	0.93247
ENSG00000012963	ENST00000554232	0.965980207736311	0.9176
ENSG00000012963	ENST00000555329	0.836200083978061	0.62551
ENSG00000013275	Expression	0.105974268854811	0.8305
ENSG00000013275	ENST00000157812	1.13978446335725	0.7709
ENSG00000013275	ENST00000455878	0.932153095113095	0.94838
ENSG00000013288	Expression	-2.35680660205077e-05	0.98738
ENSG00000013288	ENST00000285599	0.997323191266588	0.96975
ENSG00000013288	ENST00000505907	1.00920542033862	0.96918
ENSG00000013306	Expression	-0.0124431642022744	0.98474
ENSG00000013306	ENST00000225308	1.00850596273658	0.9588
ENSG00000013306	ENST00000592372	0.958777672570329	0.93599
ENSG00000013306	ENST00000592857	0.905927870760903	0.84714
ENSG00000013374	Expression	0.00100914849007223	0.98932
ENSG00000013374	ENST00000413040	1.00148136559346	0.94074
ENSG00000013374	ENST00000460712	0.976519409971551	0.91522
ENSG00000013374	ENST00000470229	0.927458590204807	0.8575
ENSG00000013374	ENST00000483358	1.0067816321673	0.94251
ENSG00000013374	ENST00000497987	1.00062756455272	0.91032
ENSG00000013375	Expression	-0.00870873745923103	0.98683
ENSG00000013375	ENST00000283977	0.961123881643782	0.92868
ENSG00000013375	ENST00000505470	1.01475628090825	0.93476
ENSG00000013375	ENST00000513973	1.00898436933793	0.94858
ENSG00000013441	Expression	0.000760864364154031	0.98796
ENSG00000013441	ENST00000473565	0.954999184298407	0.91484
ENSG00000013441	ENST00000482590	1.09119720826684	0.82855
ENSG00000013441	ENST00000621181	1.0382777356179	0.91339
ENSG00000013561	Expression	0.00457233661119066	0.98762
ENSG00000013561	ENST00000394514	1.0037149016165	0.97863
ENSG00000013561	ENST00000515613	0.978647018128862	0.97483
ENSG00000013810	Expression	0.0415934735589465	0.93704
ENSG00000013810	ENST00000313288	1.00546585843027	0.96458
ENSG00000013810	ENST00000404054	0.98947337155153	0.92512
ENSG00000013810	ENST00000470808	0.845362958379255	0.65832
ENSG00000013810	ENST00000617535	0.990819153966363	0.95527
ENSG00000014138	Expression	0.0103884690559786	0.98564
ENSG00000014138	ENST00000265465	0.979899577351935	0.92969
ENSG00000014138	ENST00000527850	1.0221599411301	0.91697
ENSG00000014138	ENST00000532469	0.973335734007279	0.91758
ENSG00000014138	ENST00000533192	1.05414584243675	0.86457
ENSG00000014138	ENST00000534785	1.06061828894269	0.85921
ENSG00000014641	Expression	0.0132369722312993	0.98547
ENSG00000014641	ENST00000233114	1.01821177194725	0.98623
ENSG00000014641	ENST00000409476	0.920024480886032	0.93328
ENSG00000014824	Expression	-0.0173509530127393	0.98137
ENSG00000014824	ENST00000264451	0.969245972833912	0.9704
ENSG00000014824	ENST00000510460	0.916564758491423	0.89175
ENSG00000014824	ENST00000513699	1.03605585053432	0.96571
ENSG00000014919	Expression	-0.00535574177066364	0.98776
ENSG00000014919	ENST00000016171	0.99978707020033	0.98293
ENSG00000014919	ENST00000370483	1.00009977093461	0.98294
ENSG00000015153	Expression	0.000468404204578024	0.98798
ENSG00000015153	ENST00000327791	0.953164715837893	0.94792
ENSG00000015153	ENST00000534854	1.0239928037779	0.96367
ENSG00000015475	Expression	0.0138993990822338	0.97886
ENSG00000015475	ENST00000551952	1.02629280619624	0.96052
ENSG00000015475	ENST00000611040	0.959971233359769	0.95112
ENSG00000015479	Expression	0.0225422939878378	0.981
ENSG00000015479	ENST00000394805	0.96372689109237	0.96431
ENSG00000015479	ENST00000502422	1.02484160590873	0.96165
ENSG00000015479	ENST00000505625	0.971290365039973	0.92538
ENSG00000015479	ENST00000510056	1.00430889348812	0.98734
ENSG00000015568	Expression	-0.00115299851987286	0.98833
ENSG00000015568	ENST00000393283	1.07143780451406	0.86252
ENSG00000015568	ENST00000432606	0.975985999862601	0.91591
ENSG00000015568	ENST00000477523	0.930726853769285	0.87301
ENSG00000015568	ENST00000493394	0.896574080748893	0.8055
ENSG00000015676	Expression	0.00295137658514148	0.98891
ENSG00000015676	ENST00000355451	1.01563008553346	0.94045
ENSG00000015676	ENST00000460110	1.01125477098165	0.93826
ENSG00000015676	ENST00000464812	0.970198785513983	0.93347
ENSG00000015676	ENST00000493613	0.95516431255233	0.90582
ENSG00000017797	Expression	0.000281616329532177	0.99014
ENSG00000017797	ENST00000383432	1.02233702595895	0.96189
ENSG00000017797	ENST00000458039	0.898366984727219	0.85019
ENSG00000017797	ENST00000609094	0.93720362549145	0.9114
ENSG00000018189	Expression	-0.0107302316831056	0.98523
ENSG00000018189	ENST00000226328	0.952336842566502	0.92286
ENSG00000018189	ENST00000417478	0.943616183185846	0.92404
ENSG00000018189	ENST00000502653	1.09056286270715	0.85315
ENSG00000018408	Expression	-0.00733527816594555	0.98703
ENSG00000018408	ENST00000465804	1.00104625091533	0.97293
ENSG00000018408	ENST00000474080	0.978595124387537	0.96835
ENSG00000018510	Expression	-0.0152546654495367	0.98459
ENSG00000018510	ENST00000264167	0.957382309694393	0.96512
ENSG00000018510	ENST00000409888	1.03833253795803	0.94584
