Gene	Isoform	ExplogFC/FC	P
ENSG00000000003	Expression	-0.00375411177302977	0.99137
ENSG00000000003	ENST00000373020	1.00282823619854	0.98608
ENSG00000000003	ENST00000496771	0.905240328007331	0.87297
ENSG00000000003	ENST00000612152	0.960455755139647	0.96191
ENSG00000000419	Expression	0.0454154179778384	0.92593
ENSG00000000419	ENST00000371582	1.03843258756438	0.95505
ENSG00000000419	ENST00000371584	0.975948314134469	0.96942
ENSG00000000419	ENST00000371588	0.999309671206465	0.99201
ENSG00000000419	ENST00000466152	0.945207347655214	0.9217
ENSG00000000457	Expression	9.99546679907625e-05	0.99074
ENSG00000000457	ENST00000367771	1.06435372750006	0.92693
ENSG00000000457	ENST00000367772	0.957456925773277	0.96451
ENSG00000000457	ENST00000423670	0.853273041548307	0.70701
ENSG00000000457	ENST00000470238	0.884865035513699	0.79716
ENSG00000000460	Expression	0.00243348345447091	0.9904
ENSG00000000460	ENST00000413811	1.09590418922976	0.85518
ENSG00000000460	ENST00000459772	0.868981131368591	0.77474
ENSG00000000460	ENST00000481744	1.00431499895865	0.92828
ENSG00000000460	ENST00000496973	1.03606002171674	0.92961
ENSG00000000971	Expression	0.324310196580938	0.31576
ENSG00000000971	ENST00000367429	1.04274555155604	0.94006
ENSG00000000971	ENST00000466229	1.0902182740565	0.84309
ENSG00000000971	ENST00000470918	1.05685552412981	0.88103
ENSG00000000971	ENST00000630130	0.849294565172606	0.71835
ENSG00000001036	Expression	0.013470224571503	0.98803
ENSG00000001036	ENST00000002165	1.00000101593581	0.97403
ENSG00000001036	ENST00000367585	0.945643501541561	0.91867
ENSG00000001036	ENST00000451668	1.01407261844487	0.95656
ENSG00000001084	Expression	0.0108250827335164	0.98969
ENSG00000001084	ENST00000229416	1.00149516187958	0.98824
ENSG00000001084	ENST00000505294	0.992263492715918	0.90707
ENSG00000001084	ENST00000509541	0.999047628021117	0.96506
ENSG00000001084	ENST00000514004	1.08897185083056	0.83948
ENSG00000001084	ENST00000514933	0.839198747555111	0.64316
ENSG00000001084	ENST00000515580	1.03114623241732	0.91249
ENSG00000001167	Expression	0.0259973208139988	0.97064
ENSG00000001167	ENST00000341376	0.996064834354741	0.98606
ENSG00000001167	ENST00000353205	1.17118452292578	0.63695
ENSG00000001460	Expression	0.0310330964321427	0.96088
ENSG00000001460	ENST00000003583	1.03434596165078	0.91294
ENSG00000001460	ENST00000337248	0.964547929954946	0.95908
ENSG00000001460	ENST00000435187	1.18364281807925	0.56103
ENSG00000001460	ENST00000468303	1.05601858916817	0.88886
ENSG00000001460	ENST00000475760	1.03463993998446	0.87303
ENSG00000001460	ENST00000483528	1.05402620549033	0.84642
ENSG00000001460	ENST00000497384	1.07774987780913	0.8218
ENSG00000001460	ENST00000498488	1.15905036972917	0.62821
ENSG00000001461	Expression	0.0134139304675835	0.99022
ENSG00000001461	ENST00000003912	1.00103352819603	0.99332
ENSG00000001461	ENST00000339255	1.05268316133978	0.93092
ENSG00000001461	ENST00000358028	0.951589033506609	0.88685
ENSG00000001461	ENST00000374399	0.927385458758875	0.92653
ENSG00000001461	ENST00000432012	1.04422382012139	0.89477
ENSG00000001461	ENST00000475663	1.09515128104711	0.79221
