Gene	Isoform	ExplogFC/FC	P
ENSG00000000003	Expression	0.309041907656728	0.11722
ENSG00000000003	ENST00000373020	0.993150460850055	0.95881
ENSG00000000003	ENST00000496771	1.19406227368654	0.52901
ENSG00000000003	ENST00000612152	1.15778414947624	0.65265
ENSG00000000419	Expression	0.420180016568784	0.03153
ENSG00000000419	ENST00000371582	0.89456824269582	0.85723
ENSG00000000419	ENST00000371584	0.958153679839917	0.95238
ENSG00000000419	ENST00000371588	1.01090850688074	0.98175
ENSG00000000457	Expression	0.788553215805664	0.00623
ENSG00000000457	ENST00000367771	0.955566378011447	0.94702
ENSG00000000457	ENST00000367772	1.07439669835871	0.89431
ENSG00000000457	ENST00000423670	0.939694961693601	0.91562
ENSG00000000460	Expression	0.786303474528932	0
ENSG00000000460	ENST00000359326	1.1278303276134	0.81777
ENSG00000000460	ENST00000413811	0.75646908669685	0.2865
ENSG00000000460	ENST00000496973	0.951370011866743	0.96566
ENSG00000001036	Expression	0.759368044089925	0
ENSG00000001036	ENST00000002165	1.00205909881625	0.99391
ENSG00000001036	ENST00000367585	0.959940922088608	0.98476
ENSG00000001084	Expression	1.97295204983471	0
ENSG00000001084	ENST00000229416	1.00270850734441	0.98228
ENSG00000001084	ENST00000514933	0.880871841870663	0.84036
ENSG00000001167	Expression	0.995736133422774	0
ENSG00000001167	ENST00000341376	1.0326970332405	0.99119
ENSG00000001167	ENST00000353205	0.921435074248825	0.95957
ENSG00000001460	Expression	-0.0256162770919231	0.93317
ENSG00000001460	ENST00000337248	1.00174334110747	0.9799
ENSG00000001460	ENST00000468303	0.973990336364562	0.97389
ENSG00000001461	Expression	0.0305247549421673	0.92907
ENSG00000001461	ENST00000003912	1.05438785223396	0.95983
ENSG00000001461	ENST00000339255	0.929072501437349	0.93093
ENSG00000001461	ENST00000374399	0.879986172648745	0.83141
ENSG00000001497	Expression	0.0777828389218998	0.75493
ENSG00000001497	ENST00000374804	0.856637919011727	0.79566
ENSG00000001497	ENST00000374807	1.06751171079359	0.97211
ENSG00000001497	ENST00000374811	0.751029896983811	0.23579
ENSG00000001497	ENST00000469091	0.946057119439035	0.89438
ENSG00000001497	ENST00000484069	1.0645931255309	0.9238
ENSG00000001617	Expression	-0.0254153067543097	0.93107
ENSG00000001617	ENST00000002829	1.07059663368972	0.93686
ENSG00000001617	ENST00000413852	0.940114430906238	0.95007
ENSG00000001630	Expression	0.435677797588064	0
ENSG00000001630	ENST00000003100	0.972313025165737	0.9521
ENSG00000001630	ENST00000450723	1.6511400138621	0
ENSG00000001631	Expression	0.21831349270855	0.53103
ENSG00000001631	ENST00000394505	0.808683100818118	0.42955
ENSG00000001631	ENST00000475770	4.26689831854564	0
ENSG00000001631	ENST00000486261	0.813441232378393	0.37674
ENSG00000002016	Expression	1.24744623103557	0.00109
ENSG00000002016	ENST00000358495	0.976323162708219	0.95091
ENSG00000002016	ENST00000463750	1.11562032639628	0.8136
ENSG00000002079	Expression	0.0887391764919547	0.82132
ENSG00000002079	ENST00000439784	1.0308870509757	0.97082
ENSG00000002079	ENST00000452010	0.927433645190298	0.93048
ENSG00000002330	Expression	-0.670539570837365	0
ENSG00000002330	ENST00000309032	0.98716899693209	0.97501
ENSG00000002330	ENST00000394531	1.16346129882549	0.62742
ENSG00000002330	ENST00000394532	1.13464190412556	0.73253
ENSG00000002330	ENST00000544271	0.972091373400804	0.93063
ENSG00000002549	Expression	0.641067115882587	0
ENSG00000002549	ENST00000606142	0.984788673568148	0.99981
ENSG00000002549	ENST00000618908	1.00996719476078	0.99987
ENSG00000002586	Expression	-0.592087896974062	0
ENSG00000002586	ENST00000381177	1.11815670240745	0.73139
ENSG00000002586	ENST00000381187	1.16451843321007	0.61616
ENSG00000002586	ENST00000381192	0.994514020804111	0.97722
ENSG00000002586	ENST00000449611	1.12763078442322	0.7167
ENSG00000002586	ENST00000482405	1.23684508716563	0.40603
ENSG00000002586	ENST00000624481	1.0421887305068	0.91369
ENSG00000002587	Expression	0.541282466745219	0
ENSG00000002587	ENST00000002596	1.00067222685743	0.98865
ENSG00000002587	ENST00000510712	0.940514978482696	0.96294
ENSG00000002822	Expression	-0.0858620780681802	0.73865
ENSG00000002822	ENST00000399654	0.999033633950478	0.97526
ENSG00000002822	ENST00000406869	0.968382036400814	0.94861
ENSG00000002822	ENST00000429625	1.18171722681017	0.57886
ENSG00000002822	ENST00000455998	0.971297687395517	0.91534
ENSG00000002834	Expression	-0.660158324985826	0
ENSG00000002834	ENST00000318008	0.998694746505817	0.93829
ENSG00000002834	ENST00000435347	1.07876570558466	0.7686
ENSG00000002834	ENST00000443937	1.41452452588164	0.1031
ENSG00000002834	ENST00000579123	1.45193118486105	0.07295
ENSG00000002834	ENST00000584106	1.19120162808188	0.48796
ENSG00000002834	ENST00000585841	1.20698411197693	0.45392
ENSG00000002919	Expression	-0.0799381274193353	0.76637
ENSG00000002919	ENST00000359238	1.02418383533446	0.97461
ENSG00000002919	ENST00000393405	0.876566677740997	0.80716
ENSG00000002919	ENST00000580875	0.982472815625948	0.93078
ENSG00000002919	ENST00000582104	0.896880866157038	0.84323
ENSG00000003056	Expression	0.294490392833839	0.00155
ENSG00000003056	ENST00000000412	1.01154292805907	0.66882
ENSG00000003056	ENST00000537621	2.53188698215575	0.01604
ENSG00000003056	ENST00000540837	0.917304927281441	0.45773
ENSG00000003056	ENST00000543704	0.496906000712803	0.12791
ENSG00000003056	ENST00000544245	0.813376765776795	0.40653
ENSG00000003147	Expression	0.588888208843961	1e-05
ENSG00000003147	ENST00000265577	1.04472982268099	0.90004
ENSG00000003147	ENST00000401396	0.954906808576515	0.9577
ENSG00000003147	ENST00000406470	1.03663714681151	0.94381
