Gene	Isoform	ExplogFC/FC	P
ENSG00000000003	Expression	0.0116300960347767	0.98593
ENSG00000000003	ENST00000373020	0.995590950577507	0.98611
ENSG00000000003	ENST00000496771	0.993148807978642	0.96244
ENSG00000000003	ENST00000612152	1.07070775769982	0.91876
ENSG00000000419	Expression	0.00530305185025425	0.98793
ENSG00000000419	ENST00000371584	0.866356272364753	0.76176
ENSG00000000419	ENST00000371588	1.00439184646418	0.97883
ENSG00000000419	ENST00000413082	1.01888367218432	0.96557
ENSG00000000457	Expression	-0.00345755214391899	0.98841
ENSG00000000457	ENST00000367771	1.01348757740741	0.95914
ENSG00000000457	ENST00000367772	0.96009689120696	0.95534
ENSG00000000457	ENST00000423670	1.07792852120673	0.86644
ENSG00000000457	ENST00000470238	1.14377930145365	0.70004
ENSG00000000460	Expression	-0.00201671216324776	0.98743
ENSG00000000460	ENST00000459772	1.0904009024171	0.83773
ENSG00000000460	ENST00000472795	0.998902156688032	0.93297
ENSG00000000460	ENST00000496973	1.03703315680076	0.91794
ENSG00000000460	ENST00000498289	0.834365854826184	0.62361
ENSG00000000971	Expression	-0.00704803768886603	0.98823
ENSG00000000971	ENST00000367429	1.01490960356813	0.99017
ENSG00000000971	ENST00000466229	0.867628895685242	0.80171
ENSG00000000971	ENST00000496761	0.938555584886405	0.91865
ENSG00000000971	ENST00000630130	0.979316336685756	0.98027
ENSG00000001036	Expression	-0.0043888716130268	0.98843
ENSG00000001036	ENST00000002165	1.00164022547646	0.99157
ENSG00000001036	ENST00000451668	0.823176725606221	0.61655
ENSG00000001084	Expression	0.0137148987219744	0.98471
ENSG00000001084	ENST00000229416	1.03964300001773	0.96813
ENSG00000001084	ENST00000504353	0.874105035430118	0.77107
ENSG00000001084	ENST00000505294	0.848908263161941	0.67429
ENSG00000001084	ENST00000509541	0.859249702633664	0.74295
ENSG00000001084	ENST00000510837	1.00045850318361	0.96146
ENSG00000001084	ENST00000513939	0.93972735229213	0.91839
ENSG00000001084	ENST00000514004	0.895657324129163	0.84915
ENSG00000001084	ENST00000514933	1.00079195280982	0.96792
ENSG00000001084	ENST00000515580	0.851200719476306	0.68989
ENSG00000001167	Expression	-0.00298974038071242	0.98822
ENSG00000001167	ENST00000341376	0.998702593107613	0.99044
ENSG00000001167	ENST00000353205	1.00378863803133	0.99039
ENSG00000001460	Expression	0.00875722273862273	0.9862
ENSG00000001460	ENST00000337248	1.11562252857592	0.79397
ENSG00000001460	ENST00000435187	0.887953972327503	0.79692
ENSG00000001460	ENST00000468303	0.827704166279554	0.60438
ENSG00000001460	ENST00000475760	0.984338167712133	0.93101
ENSG00000001460	ENST00000497384	0.948488337483742	0.91542
ENSG00000001461	Expression	-0.0109081446900286	0.98658
ENSG00000001461	ENST00000003912	1.02336287008886	0.97399
ENSG00000001461	ENST00000339255	0.926466296487913	0.90855
ENSG00000001461	ENST00000358028	0.812366745709141	0.53373
ENSG00000001461	ENST00000374399	0.996273841432567	0.95619
ENSG00000001461	ENST00000432012	0.908544169328118	0.85962
ENSG00000001461	ENST00000475663	0.884936316856627	0.78681
ENSG00000001461	ENST00000488155	0.900291717864842	0.83632
ENSG00000001497	Expression	0.00256392639445773	0.98867
ENSG00000001497	ENST00000374804	0.990611735168018	0.9557
ENSG00000001497	ENST00000374807	1.01783160553985	0.96814
ENSG00000001497	ENST00000469091	0.942153167898011	0.91003
ENSG00000001497	ENST00000484069	0.950491375462199	0.94318
ENSG00000001617	Expression	0.00459852987695979	0.98923
ENSG00000001617	ENST00000002829	1.01830924908	0.97518
ENSG00000001617	ENST00000413852	0.903134019731657	0.87506
ENSG00000001617	ENST00000426511	1.01230981306055	0.92821
ENSG00000001617	ENST00000434342	0.979034283242104	0.94735
ENSG00000001617	ENST00000450338	1.04295073914287	0.93359
ENSG00000001617	ENST00000470737	0.946477648208067	0.90489
ENSG00000001617	ENST00000493743	0.949843350733716	0.89632
ENSG00000001626	Expression	0.00374393568499834	0.98847
ENSG00000001626	ENST00000003084	1.00252963853231	0.97365
ENSG00000001626	ENST00000446805	0.944786832969921	0.93453
ENSG00000001626	ENST00000621535	0.882730148205572	0.80647
ENSG00000001629	Expression	-0.0029974549509452	0.98858
ENSG00000001629	ENST00000265742	1.02588414032998	0.97015
ENSG00000001629	ENST00000422095	0.910781140123115	0.88563
ENSG00000001629	ENST00000439883	0.956857895849903	0.92939
ENSG00000001629	ENST00000442183	0.928431394581891	0.90481
ENSG00000001629	ENST00000465883	0.850652229283432	0.678
ENSG00000001629	ENST00000486698	0.853359368288243	0.68655
ENSG00000001630	Expression	0.00617875556714435	0.98824
ENSG00000001630	ENST00000003100	0.997333674175489	0.99623
ENSG00000001630	ENST00000450723	1.01075373779092	0.9958
ENSG00000001631	Expression	-0.00417696529485494	0.98862
ENSG00000001631	ENST00000340022	1.11169865553322	0.76763
ENSG00000001631	ENST00000394503	0.946847838799794	0.89567
ENSG00000001631	ENST00000394505	1.03673984069416	0.91333
ENSG00000001631	ENST00000412043	1.01453489066622	0.92163
ENSG00000001631	ENST00000430102	1.02358418933526	0.89573
ENSG00000001631	ENST00000444960	1.01121942073736	0.90376
ENSG00000001631	ENST00000445516	1.00213132288621	0.92292
ENSG00000001631	ENST00000452773	0.826320107949957	0.58075
ENSG00000001631	ENST00000470309	0.903762801826848	0.80983
ENSG00000001631	ENST00000475770	1.00279176781713	0.93933
ENSG00000001631	ENST00000486261	0.928301334511461	0.87088
ENSG00000002016	Expression	-0.00147349407504188	0.98852
ENSG00000002016	ENST00000358495	1.04458036383293	0.90868
ENSG00000002016	ENST00000463750	0.968131436905006	0.92042
ENSG00000002016	ENST00000481052	0.948859503799559	0.90073
ENSG00000002016	ENST00000488642	0.946371348468316	0.899
ENSG00000002016	ENST00000536177	0.980393446423823	0.92004
ENSG00000002016	ENST00000542297	0.979697184710272	0.92042
ENSG00000002079	Expression	0.000786094176479728	0.9873
ENSG00000002079	ENST00000439784	1.0002524420938	0.97612
ENSG00000002079	ENST00000452010	0.999180127715961	0.97606
ENSG00000002330	Expression	0.00310241373705673	0.98842
ENSG00000002330	ENST00000309032	0.999765616331241	0.97186
ENSG00000002330	ENST00000394531	0.976960969157542	0.92766
ENSG00000002330	ENST00000394532	0.998453304630311	0.95733
ENSG00000002330	ENST00000492141	0.941325425052588	0.89441
ENSG00000002330	ENST00000544271	1.01268914656087	0.94448
ENSG00000002549	Expression	0.00210378073579105	0.98883
ENSG00000002549	ENST00000503467	0.951258978250738	0.92239
ENSG00000002549	ENST00000508497	0.951860702074762	0.92287
ENSG00000002549	ENST00000509583	0.943005403171206	0.92013
ENSG00000002549	ENST00000512397	0.807091360045271	0.51534
ENSG00000002549	ENST00000606142	1.00675970228412	0.98053
ENSG00000002586	Expression	0.0150793339362083	0.98353
ENSG00000002586	ENST00000381180	1.10691624010579	0.7723
ENSG00000002586	ENST00000381192	0.985760612146424	0.96436
ENSG00000002586	ENST00000449611	1.18103181186577	0.57038
ENSG00000002586	ENST00000497752	1.14404768665005	0.67807
ENSG00000002586	ENST00000624481	1.09149348756969	0.82883
ENSG00000002822	Expression	-0.0060436031944899	0.98852
ENSG00000002822	ENST00000265854	0.973764115499783	0.95558
ENSG00000002822	ENST00000399654	1.01135545344008	0.97487
ENSG00000002822	ENST00000406869	0.929076015454353	0.91178
ENSG00000002822	ENST00000486340	0.828325121759919	0.60354
ENSG00000002834	Expression	-0.0076188201005178	0.98786
ENSG00000002834	ENST00000318008	1.00502721219219	0.98788
ENSG00000002834	ENST00000579123	0.832240695089785	0.63504
ENSG00000002834	ENST00000581485	0.811613317218912	0.53941
ENSG00000002834	ENST00000584106	0.866255588293228	0.77098
ENSG00000002919	Expression	-0.00658131357574547	0.98738
ENSG00000002919	ENST00000359238	1.03083492755411	0.96351
ENSG00000002919	ENST00000393405	0.925531438905642	0.91823
ENSG00000002919	ENST00000580875	0.883130589400754	0.80816
ENSG00000003056	Expression	0.000794261711552696	0.98955
ENSG00000003056	ENST00000000412	0.99591779781593	0.98259
ENSG00000003056	ENST00000537621	0.911607522294507	0.8586
ENSG00000003056	ENST00000540837	0.951849493719995	0.90504
ENSG00000003056	ENST00000543159	0.851173520287682	0.67628
ENSG00000003056	ENST00000543704	1.07542505009116	0.86573
ENSG00000003056	ENST00000543834	0.943230951919803	0.88749
ENSG00000003056	ENST00000544245	1.08448249537963	0.85699
ENSG00000003147	Expression	-0.0131954069692055	0.98337
ENSG00000003147	ENST00000265577	1.0609120157807	0.88774
ENSG00000003147	ENST00000339809	1.06300105966529	0.87782
ENSG00000003147	ENST00000407906	0.897288929862034	0.81105
ENSG00000003147	ENST00000455539	0.996211342183732	0.95433
ENSG00000003147	ENST00000470696	0.954398165930453	0.92259
ENSG00000003147	ENST00000476942	0.921653328673534	0.84989
ENSG00000003147	ENST00000490041	0.966142378941756	0.91527
ENSG00000003249	Expression	-0.00137551314124213	0.98737
ENSG00000003249	ENST00000002501	0.990744580914018	0.96171
ENSG00000003249	ENST00000392973	0.961791379439732	0.94001
ENSG00000003249	ENST00000623401	1.06051717801238	0.90916
ENSG00000003393	Expression	-0.000477814267531076	0.98984
ENSG00000003393	ENST00000264276	1.00605264464561	0.9824
ENSG00000003393	ENST00000467448	1.03755024267803	0.95677
ENSG00000003393	ENST00000482789	0.924777867079905	0.92164
ENSG00000003400	Expression	-0.00509182184375936	0.98894
ENSG00000003400	ENST00000286186	1.03563019048948	0.95805
ENSG00000003400	ENST00000346817	0.932774780128282	0.93246
ENSG00000003400	ENST00000374650	1.10554659920145	0.81842
ENSG00000003402	Expression	-0.00326536436976015	0.98919
ENSG00000003402	ENST00000309955	1.03397129146746	0.96742
ENSG00000003402	ENST00000341582	1.05483176315966	0.89802
ENSG00000003402	ENST00000342795	1.02238153169396	0.91829
ENSG00000003402	ENST00000395148	0.890808835030103	0.85856
ENSG00000003402	ENST00000423241	1.01321297322192	0.94799
ENSG00000003402	ENST00000425030	0.933335829809421	0.86522
ENSG00000003402	ENST00000440180	0.915922889893273	0.8539
ENSG00000003402	ENST00000443227	1.11515128611006	0.77777
ENSG00000003402	ENST00000457277	1.01384680726593	0.91687
ENSG00000003402	ENST00000460961	0.952399817575141	0.89226
ENSG00000003402	ENST00000461422	1.17755144055129	0.58009
ENSG00000003402	ENST00000470664	0.937279985012193	0.87
ENSG00000003402	ENST00000490965	1.10266916135923	0.77844
ENSG00000003436	Expression	-0.00143647110509862	0.98736
ENSG00000003436	ENST00000453013	1.11320486155888	0.83329
ENSG00000003436	ENST00000481132	0.942963354028906	0.94526
ENSG00000003509	Expression	-0.00350711134020751	0.98799
ENSG00000003509	ENST00000002125	0.936069880351501	0.90052
ENSG00000003509	ENST00000441905	1.00910325518331	0.91361
ENSG00000003509	ENST00000455230	1.16963188695809	0.60633
ENSG00000003509	ENST00000474154	0.960436765349077	0.91877
ENSG00000003509	ENST00000474257	1.14250550411748	0.69417
ENSG00000003756	Expression	-0.00674436849426393	0.98874
ENSG00000003756	ENST00000347869	1.04675652138343	0.9541
ENSG00000003756	ENST00000395174	0.879102218233821	0.75408
ENSG00000003756	ENST00000417905	0.967149175969587	0.9368
ENSG00000003756	ENST00000462025	0.861965076767053	0.70765
ENSG00000003756	ENST00000464087	0.965463910979528	0.95797
ENSG00000003756	ENST00000469838	0.938218241058753	0.92786
ENSG00000003756	ENST00000471995	0.869594192050263	0.73519
ENSG00000003756	ENST00000475128	0.922704018443524	0.88714
ENSG00000003756	ENST00000475590	0.93863282090494	0.9113
ENSG00000003756	ENST00000479275	0.935073979626233	0.88568
ENSG00000003756	ENST00000489437	0.974103380486365	0.9174
ENSG00000003756	ENST00000492472	0.936585119817294	0.89089
ENSG00000003756	ENST00000494360	0.987212982986669	0.915
ENSG00000003756	ENST00000496179	0.965345885786507	0.94231
ENSG00000003987	Expression	0.00142003461464196	0.98835
ENSG00000003987	ENST00000180173	0.982782783945072	0.9697
ENSG00000003987	ENST00000521857	1.12895621363598	0.78184
ENSG00000004059	Expression	-0.000292223657595761	0.9894
ENSG00000004059	ENST00000000233	1.02047379578269	0.97933
ENSG00000004059	ENST00000463733	0.890087378380625	0.84618
ENSG00000004059	ENST00000467281	0.927117534612566	0.89103
ENSG00000004059	ENST00000489673	0.961827351763351	0.96555
ENSG00000004139	Expression	-0.00143980478074967	0.98901
ENSG00000004139	ENST00000577870	1.03310396347157	0.91259
ENSG00000004139	ENST00000580711	1.02407819973342	0.92411
ENSG00000004139	ENST00000585453	1.02383615104559	0.95122
ENSG00000004139	ENST00000585482	0.986715128012005	0.96616
ENSG00000004399	Expression	-0.00648597473573475	0.98711
ENSG00000004399	ENST00000324093	1.01752967895113	0.95751
ENSG00000004399	ENST00000504524	0.948459658650432	0.92369
ENSG00000004399	ENST00000512807	0.951156039836334	0.91911
ENSG00000004399	ENST00000514990	0.828758154643121	0.60487
ENSG00000004455	Expression	0.00100039405883121	0.98921
ENSG00000004455	ENST00000354858	1.06664321635904	0.9128
ENSG00000004455	ENST00000373449	0.942460754618269	0.95044
ENSG00000004455	ENST00000469238	0.970131930603113	0.91447
ENSG00000004455	ENST00000480134	1.03751288992757	0.92755
ENSG00000004455	ENST00000482191	0.911739805175161	0.84559
ENSG00000004455	ENST00000487289	0.86778923356587	0.72865
ENSG00000004455	ENST00000491241	0.96564511464209	0.923
ENSG00000004455	ENST00000551979	0.869789823124058	0.7343
ENSG00000004468	Expression	0.487064380360446	0.5869
ENSG00000004468	ENST00000226279	1.01377988109274	0.98738
ENSG00000004468	ENST00000511430	0.849131844498292	0.72796
ENSG00000004478	Expression	5.46334085370398e-05	0.98924
ENSG00000004478	ENST00000001008	1.00734327295607	0.98183
ENSG00000004478	ENST00000538622	0.856775058666908	0.71595
ENSG00000004478	ENST00000540260	0.846839565118026	0.68584
ENSG00000004478	ENST00000543037	0.910122679632621	0.88531
ENSG00000004487	Expression	0.0101091019255872	0.98638
ENSG00000004487	ENST00000356634	1.00207374044143	0.99059
ENSG00000004487	ENST00000400181	1.01597448605934	0.98766
ENSG00000004487	ENST00000602503	0.871744033331216	0.80686
ENSG00000004534	Expression	-0.00615743859411753	0.98873
ENSG00000004534	ENST00000266022	0.943013401159695	0.94439
ENSG00000004534	ENST00000422955	1.05108890899659	0.91581
ENSG00000004534	ENST00000425608	1.00281024724859	0.95602
ENSG00000004534	ENST00000442092	1.07785819598661	0.87452
ENSG00000004534	ENST00000446471	0.985151348460166	0.928
ENSG00000004534	ENST00000454079	1.01314281359571	0.96642
ENSG00000004534	ENST00000483350	0.867290186917872	0.72696
ENSG00000004534	ENST00000493652	0.910714141390609	0.83791
ENSG00000004660	Expression	-0.012794447045972	0.98289
ENSG00000004660	ENST00000158166	1.00938268703632	0.94548
ENSG00000004660	ENST00000348335	0.974219549328569	0.95301
ENSG00000004660	ENST00000573483	1.12010874437401	0.77642
ENSG00000004700	Expression	0.00202309595800642	0.98888
ENSG00000004700	ENST00000314748	1.04720255327224	0.89454
ENSG00000004700	ENST00000396093	1.00878209038262	0.91972
ENSG00000004700	ENST00000421138	0.926517879123352	0.89754
ENSG00000004700	ENST00000444129	1.02619480735708	0.95406
ENSG00000004700	ENST00000536240	0.981076213998067	0.91909
ENSG00000004700	ENST00000536964	0.991076778666775	0.92496
ENSG00000004766	Expression	-0.00427224902416276	0.98745
ENSG00000004766	ENST00000305866	1.01010578373889	0.96876
ENSG00000004766	ENST00000458707	0.972681283623873	0.94463
ENSG00000004766	ENST00000485994	1.00579481268909	0.95
ENSG00000004766	ENST00000544910	0.946732698998227	0.92872
ENSG00000004779	Expression	0.0104390523496219	0.98529
ENSG00000004779	ENST00000007516	0.998343220939193	0.96497
ENSG00000004779	ENST00000484769	1.11116917849498	0.79216
ENSG00000004779	ENST00000567761	1.0560473261736	0.9025
ENSG00000004838	Expression	2.3436312730392	0
ENSG00000004838	ENST00000231749	0.64455364228745	0.02894
ENSG00000004838	ENST00000360165	1.08686250932931	0.89613
ENSG00000004838	ENST00000475688	0.88787252830479	0.83981
ENSG00000004838	ENST00000490675	0.916742081995001	0.91487
ENSG00000004864	Expression	0.00164444606475772	0.98877
ENSG00000004864	ENST00000265631	0.999224201775141	0.98756
ENSG00000004864	ENST00000472162	1.01251096960432	0.98638
ENSG00000004866	Expression	0.00342054877851955	0.98708
ENSG00000004866	ENST00000265437	0.948681999214367	0.96931
ENSG00000004866	ENST00000393451	1.01375187683023	0.98738
ENSG00000004897	Expression	-0.00134811432072081	0.98947
ENSG00000004897	ENST00000066544	0.998840440892008	0.96312
ENSG00000004897	ENST00000527547	1.02331630275372	0.94436
ENSG00000004897	ENST00000532893	1.04356623548908	0.89629
ENSG00000004897	ENST00000533415	0.96230238737929	0.94026
ENSG00000004897	ENST00000570740	1.01240843443583	0.93552
ENSG00000004961	Expression	-0.00062369324918753	0.98843
ENSG00000004961	ENST00000321143	0.96223617296777	0.97989
ENSG00000004961	ENST00000380762	1.0244776390519	0.98569
ENSG00000004975	Expression	-0.00197996834746254	0.98901
ENSG00000004975	ENST00000005340	1.01434229269314	0.96716
ENSG00000004975	ENST00000571745	0.924521792550013	0.86154
ENSG00000004975	ENST00000572285	0.890090327403657	0.79984
ENSG00000004975	ENST00000574591	0.820796977448764	0.56086
ENSG00000004975	ENST00000575756	1.02706089498036	0.92591
ENSG00000004975	ENST00000576285	0.887984149907053	0.78035
ENSG00000004975	ENST00000576840	0.948187832814886	0.90904
ENSG00000004975	ENST00000576949	0.932298416733216	0.87739
ENSG00000004975	ENST00000577154	0.894095833236054	0.79691
ENSG00000005001	Expression	-0.0278143894244022	0.9671
ENSG00000005001	ENST00000161006	1.04945262573918	0.94211
ENSG00000005001	ENST00000570950	0.910449509084729	0.88401
ENSG00000005001	ENST00000571228	1.12451162298093	0.74244
ENSG00000005001	ENST00000574768	1.05482331768423	0.8858
ENSG00000005001	ENST00000575164	0.97056864662445	0.96008
ENSG00000005001	ENST00000576381	0.909162344254606	0.86495
ENSG00000005007	Expression	-0.000254660176011068	0.98986
ENSG00000005007	ENST00000262803	1.00170527957866	0.9875
ENSG00000005007	ENST00000594243	0.876953965638387	0.76058
ENSG00000005007	ENST00000594504	0.86444454716536	0.71283
ENSG00000005007	ENST00000596842	0.885645463195924	0.827
ENSG00000005007	ENST00000599848	1.0607823824708	0.9201
ENSG00000005007	ENST00000600310	0.911884433302897	0.8407
ENSG00000005007	ENST00000600689	1.00415035612036	0.9493
ENSG00000005007	ENST00000601689	0.949877402531086	0.90075
ENSG00000005007	ENST00000601981	0.962740147271763	0.91322
ENSG00000005020	Expression	-0.000509312963308702	0.98862
