Gene	Isoform	ExplogFC/FC	P
ENSG00000000003	Expression	-0.0209567654726575	0.9729
ENSG00000000003	ENST00000373020	1.00668140661082	0.98029
ENSG00000000003	ENST00000612152	0.898018017922565	0.87251
ENSG00000001084	Expression	-0.00123470093400425	0.98626
ENSG00000001084	ENST00000229416	1.01249315932611	0.97335
ENSG00000001084	ENST00000510837	0.930520982288863	0.92563
ENSG00000001167	Expression	0.0131633590326858	0.98374
ENSG00000001167	ENST00000341376	1.00020504751046	0.98236
ENSG00000001167	ENST00000353205	0.999050810937676	0.98235
ENSG00000001460	Expression	0.00201399192828561	0.98646
ENSG00000001460	ENST00000337248	0.974733261042179	0.95687
ENSG00000001460	ENST00000468303	1.07127685785109	0.90715
ENSG00000001461	Expression	-0.00939279984528757	0.98374
ENSG00000001461	ENST00000003912	0.997155877257119	0.97268
ENSG00000001461	ENST00000374399	1.01512287980563	0.97113
ENSG00000001497	Expression	0.0446899793223641	0.93123
ENSG00000001497	ENST00000374807	1.05289305308244	0.93758
ENSG00000001497	ENST00000374811	0.908164434982406	0.88793
ENSG00000001497	ENST00000484069	1.02068018615724	0.94158
ENSG00000001629	Expression	-0.00416670803646106	0.98637
ENSG00000001629	ENST00000265742	1.18049798542547	0.7311
ENSG00000001629	ENST00000422095	0.84387183323824	0.66916
ENSG00000001629	ENST00000442183	0.635780442644979	0.24861
ENSG00000001630	Expression	0.00465329535006937	0.9889
ENSG00000001630	ENST00000003100	0.959172472886246	0.97196
ENSG00000001630	ENST00000450723	1.16009858775811	0.68304
ENSG00000001631	Expression	0.00207100828224309	0.98744
ENSG00000001631	ENST00000340022	1.00188977407477	0.93477
ENSG00000001631	ENST00000445516	1.03748752180346	0.91442
ENSG00000001631	ENST00000475770	0.98879964944203	0.93816
ENSG00000002330	Expression	0.00265208662081501	0.98648
ENSG00000002330	ENST00000309032	0.979225390625459	0.95725
ENSG00000002330	ENST00000544271	1.10346497400427	0.83873
ENSG00000002549	Expression	0.0108863782277474	0.98504
ENSG00000002549	ENST00000508497	0.885046442470544	0.83704
ENSG00000002549	ENST00000618908	1.0067636225523	0.9808
ENSG00000002586	Expression	-0.00745564566403602	0.98766
ENSG00000002586	ENST00000381192	1.02293184747052	0.95184
ENSG00000002586	ENST00000497752	0.941612638744435	0.91292
ENSG00000002586	ENST00000623253	0.845643344465929	0.67546
ENSG00000002822	Expression	-0.00614876735594558	0.98608
ENSG00000002822	ENST00000399654	0.97274263726474	0.93781
ENSG00000002822	ENST00000429625	1.21599644909074	0.45777
ENSG00000002834	Expression	0.00974887333547084	0.98526
ENSG00000002834	ENST00000318008	0.953418429653005	0.9142
ENSG00000002834	ENST00000419929	1.01176731996881	0.91589
ENSG00000002834	ENST00000435347	1.08530372153247	0.8281
ENSG00000002834	ENST00000584106	1.0501559486983	0.8829
ENSG00000003056	Expression	0.0677306956706358	0.90982
ENSG00000003056	ENST00000541507	0.947187999423746	0.9016
ENSG00000003056	ENST00000543704	1.03581331319606	0.90103
ENSG00000003056	ENST00000543834	1.04700330902084	0.87906
ENSG00000003056	ENST00000544245	1.10412383403069	0.78329
ENSG00000003402	Expression	0.0050296041000663	0.98626
ENSG00000003402	ENST00000309955	0.985687989835518	0.96154
ENSG00000003402	ENST00000395148	1.08662628268481	0.88051
ENSG00000003756	Expression	0.00903088776063216	0.98802
ENSG00000003756	ENST00000347869	0.946495833464529	0.91488
ENSG00000003756	ENST00000404526	1.08236681688258	0.80286
ENSG00000003756	ENST00000417905	1.18969726963983	0.54202
ENSG00000003756	ENST00000462025	1.08524236345554	0.79197
ENSG00000003756	ENST00000464988	1.24792334685113	0.38327
ENSG00000003756	ENST00000469838	1.14487055193409	0.66457
ENSG00000003756	ENST00000475128	1.13296913572538	0.69108
ENSG00000004399	Expression	-0.0178033436393689	0.97453
ENSG00000004399	ENST00000324093	1.00090714990149	0.97127
ENSG00000004399	ENST00000514990	0.988540235009347	0.96937
ENSG00000004455	Expression	0.00152217619615786	0.98855
ENSG00000004455	ENST00000354858	0.943601647944374	0.89647
ENSG00000004455	ENST00000373449	0.929690220261558	0.89809
ENSG00000004455	ENST00000467905	1.14707725702537	0.68758
ENSG00000004455	ENST00000482191	1.01061927246277	0.91258
ENSG00000004478	Expression	0.773611878870929	0
ENSG00000004478	ENST00000001008	1.02278681210187	0.96704
ENSG00000004478	ENST00000539181	0.867989673038383	0.76083
ENSG00000004478	ENST00000543037	0.750724881542505	0.28421
ENSG00000004478	ENST00000630279	0.899008431646895	0.82795
ENSG00000004487	Expression	0.0223067995590256	0.97828
ENSG00000004487	ENST00000356634	0.981608343966118	0.97062
ENSG00000004487	ENST00000400181	1.11391912584321	0.80777
ENSG00000004487	ENST00000602503	1.04339893610745	0.90664
ENSG00000004534	Expression	-0.00481942789033579	0.98699
ENSG00000004534	ENST00000266022	1.00073963708529	0.97265
