Gene	Isoform	ExplogFC/FC	P
ENSG00000000003	Expression	-0.0217965007391421	0.97251
ENSG00000000003	ENST00000373020	0.996776912290975	0.96741
ENSG00000000003	ENST00000496771	1.13635080001255	0.74145
ENSG00000000003	ENST00000612152	0.983092125397442	0.92925
ENSG00000000419	Expression	-0.0151558938274626	0.98405
ENSG00000000419	ENST00000371582	1.15516967455663	0.61741
ENSG00000000419	ENST00000371584	0.614944695215647	0.16859
ENSG00000000419	ENST00000371588	1.00730058256649	0.95302
ENSG00000000457	Expression	-0.00737023647399928	0.96594
ENSG00000000457	ENST00000367771	0.967721584041449	0.96329
ENSG00000000457	ENST00000367772	1.06255071008533	0.93769
ENSG00000000460	Expression	-0.316345996898535	0.15792
ENSG00000000460	ENST00000359326	1.09382019125426	0.87348
ENSG00000000460	ENST00000413811	0.953779693049669	0.95579
ENSG00000000460	ENST00000459772	0.916048450671512	0.90395
ENSG00000000460	ENST00000481744	0.959596604906654	0.91144
ENSG00000000460	ENST00000496973	0.983615800440877	0.95386
ENSG00000000971	Expression	0.00145317870276906	0.98832
ENSG00000000971	ENST00000367429	1.01358716538377	0.98004
ENSG00000000971	ENST00000466229	0.948667919288475	0.94372
ENSG00000000971	ENST00000470918	0.932401469528838	0.88723
ENSG00000000971	ENST00000630130	0.945353695759738	0.92955
ENSG00000001036	Expression	-0.0362247323835801	0.94911
ENSG00000001036	ENST00000002165	0.999621966988788	0.88606
ENSG00000001036	ENST00000451668	1.11604474777833	0.78129
ENSG00000001084	Expression	0.00389092928124006	0.99999
ENSG00000001084	ENST00000229416	0.992855516020809	0.99987
ENSG00000001084	ENST00000504353	1.24210677815017	0.39228
ENSG00000001084	ENST00000504525	0.976384987585111	0.88764
ENSG00000001084	ENST00000505294	1.06498259753606	0.84951
ENSG00000001084	ENST00000509541	1.09947844044247	0.90164
ENSG00000001084	ENST00000510837	1.00195247722356	0.93933
ENSG00000001084	ENST00000513939	1.28138834806641	0.25802
ENSG00000001084	ENST00000514004	1.02393221079238	0.96987
ENSG00000001084	ENST00000514933	0.896081572795881	0.92024
ENSG00000001084	ENST00000515580	1.00614040385715	0.93815
ENSG00000001167	Expression	-0.0268653296946026	0.95291
ENSG00000001167	ENST00000341376	0.983810100983147	0.99333
ENSG00000001167	ENST00000353205	1.08346515837299	0.95043
ENSG00000001460	Expression	0.00522645196568514	0.96979
ENSG00000001460	ENST00000337248	1.01314596240674	0.93969
ENSG00000001460	ENST00000468303	0.91125035169171	0.854
ENSG00000001460	ENST00000497384	0.923417755133866	0.86493
ENSG00000001461	Expression	-0.0327264596217377	0.92385
ENSG00000001461	ENST00000003912	0.986022745661447	0.91397
ENSG00000001461	ENST00000339255	1.23442770021443	0.48965
ENSG00000001461	ENST00000432012	1.02827419208686	0.81729
ENSG00000001497	Expression	-0.0325593947049597	0.98089
ENSG00000001497	ENST00000374807	0.979673466987671	0.99788
ENSG00000001497	ENST00000374811	1.09627623443953	0.89213
ENSG00000001497	ENST00000469091	1.02180393335294	0.90715
ENSG00000001497	ENST00000484069	1.08699275480432	0.90558
ENSG00000001617	Expression	-0.590857935094884	0.08521
ENSG00000001617	ENST00000002829	0.905832540106223	0.74533
ENSG00000001617	ENST00000413852	1.00583849400885	0.81704
ENSG00000001617	ENST00000450338	1.33130190243597	0.36884
ENSG00000001629	Expression	0.0346898092794958	0.97647
ENSG00000001629	ENST00000265742	1.00405639068284	0.99022
ENSG00000001629	ENST00000422095	1.03346244031648	0.95197
ENSG00000001629	ENST00000442183	0.838437503779595	0.66067
ENSG00000001629	ENST00000465883	1.01147439014975	0.91749
ENSG00000001629	ENST00000486698	0.912823553958505	0.83365
ENSG00000001630	Expression	0.358705342052726	0
ENSG00000001630	ENST00000003100	1.02778376307024	0.99995
ENSG00000001630	ENST00000450723	0.766987342768999	0.22529
ENSG00000001631	Expression	0.0251128701676856	0.9697
ENSG00000001631	ENST00000340022	0.892291400346629	0.83275
ENSG00000001631	ENST00000394503	0.791694582905445	0.44797
ENSG00000001631	ENST00000394505	1.10464298571366	0.87687
ENSG00000001631	ENST00000394507	0.909602412084921	0.84353
ENSG00000001631	ENST00000433016	0.942231430981916	0.89136
ENSG00000001631	ENST00000444960	0.976833131665865	0.90301
ENSG00000001631	ENST00000452773	1.05038381775266	0.87976
ENSG00000001631	ENST00000470309	0.940749784772535	0.87257
ENSG00000001631	ENST00000475770	0.914467286055212	0.90472
ENSG00000001631	ENST00000486261	0.97852692234169	0.96179
ENSG00000002016	Expression	0.0113346770995087	0.97052
ENSG00000002016	ENST00000358495	1.05100199504659	0.92797
ENSG00000002016	ENST00000430095	0.841641580769062	0.6498
ENSG00000002016	ENST00000463750	0.968189772613889	0.9176
ENSG00000002016	ENST00000488642	0.926316041430777	0.86885
ENSG00000002016	ENST00000542297	0.954492890466118	0.91275
ENSG00000002016	ENST00000542785	0.932343820717567	0.87131
ENSG00000002330	Expression	-0.00739175929709866	0.98074
ENSG00000002330	ENST00000309032	1.04985514081254	0.94023
ENSG00000002330	ENST00000394532	0.774246899644403	0.44585
ENSG00000002330	ENST00000544271	1.03274099026674	0.8842
ENSG00000002549	Expression	0.0409003105942574	0.91401
ENSG00000002549	ENST00000606142	1.07452931454033	0.98368
ENSG00000002549	ENST00000618908	0.862120546848101	0.86767
ENSG00000002586	Expression	-0.0403533596658269	0.9753
ENSG00000002586	ENST00000381177	0.909630108505466	0.83096
ENSG00000002586	ENST00000381187	0.90125031551965	0.86435
ENSG00000002586	ENST00000381192	0.996962343381918	0.99653
ENSG00000002586	ENST00000449611	0.991820048946453	0.91452
ENSG00000002586	ENST00000482405	0.928066788057666	0.86495
ENSG00000002586	ENST00000497752	0.925814692577613	0.85767
ENSG00000002586	ENST00000624481	1.06718633587293	0.93518
ENSG00000002746	Expression	-0.0107373505356973	0.98068
ENSG00000002746	ENST00000395891	1.01161478623233	0.9608
ENSG00000002746	ENST00000453890	0.99921124751324	0.9822
ENSG00000002746	ENST00000464944	1.02124494702254	0.93355
ENSG00000002746	ENST00000471043	0.916772532597097	0.85507
ENSG00000002746	ENST00000493057	0.989927452168606	0.93428
ENSG00000002822	Expression	-0.000346079624418732	0.98206
ENSG00000002822	ENST00000399654	0.945705866650471	0.85134
ENSG00000002822	ENST00000406869	1.4327643454341	0.11276
ENSG00000002822	ENST00000429625	1.35670583136474	0.18447
ENSG00000002822	ENST00000459731	1.14884582158427	0.50119
ENSG00000002822	ENST00000486340	1.20355635147116	0.44944
