Gene	Isoform	ExplogFC/FC	P
ENSG00000000003	Expression	-0.621617078085825	0.00066
ENSG00000000003	ENST00000373020	0.99725373808267	0.9649
ENSG00000000003	ENST00000496771	1.03507592052281	0.90919
ENSG00000000003	ENST00000612152	1.04646638843944	0.90517
ENSG00000000003	ENST00000614008	1.03621667136593	0.90572
ENSG00000000419	Expression	-0.0758231981480749	0.78837
ENSG00000000419	ENST00000371582	0.89204203078011	0.73566
ENSG00000000419	ENST00000371584	1.0568695048005	0.80354
ENSG00000000419	ENST00000371588	0.993473732276145	0.89831
ENSG00000000419	ENST00000466152	1.48747878566759	0.11637
ENSG00000000457	Expression	1.15446504415993	0
ENSG00000000457	ENST00000367771	0.489277979799755	0.00261
ENSG00000000457	ENST00000367772	1.26065393086799	0.39483
ENSG00000000457	ENST00000423670	1.94456388033119	0.00655
ENSG00000000457	ENST00000470238	2.55599597094888	4e-05
ENSG00000000460	Expression	0.51225501512325	0.05883
ENSG00000000460	ENST00000286031	1.06445052450464	0.41044
ENSG00000000460	ENST00000413811	0.896485196500771	0.37858
ENSG00000000460	ENST00000459772	1.00995474763601	0.47828
ENSG00000000460	ENST00000496973	1.18477313992646	0.41059
ENSG00000000460	ENST00000498289	2.98956702863747	0.00019
ENSG00000000971	Expression	-0.726199987243584	1e-05
ENSG00000000971	ENST00000367429	1.01294661303439	0.9684
ENSG00000000971	ENST00000466229	1.05999152638906	0.88841
ENSG00000000971	ENST00000470918	1.00398104983485	0.91801
ENSG00000000971	ENST00000630130	0.954839636654408	0.94932
ENSG00000001036	Expression	0.0124316280606758	0.98532
ENSG00000001036	ENST00000002165	1.00050806615802	0.94224
ENSG00000001036	ENST00000451668	0.831659855520954	0.67387
ENSG00000001084	Expression	-0.042198077452355	0.9007
ENSG00000001084	ENST00000229416	1.10260749481005	0.62005
ENSG00000001084	ENST00000505294	3.24884353538551	2e-05
ENSG00000001084	ENST00000509541	0.494427849913924	0.01479
ENSG00000001084	ENST00000514004	0.440537703709949	0.01553
ENSG00000001084	ENST00000514933	0.76481065331837	0.36372
ENSG00000001167	Expression	0.00414199883343281	0.98224
ENSG00000001167	ENST00000341376	0.973731966070346	0.69351
