Gene	Isoform	ExplogFC/FC	P
ENSG00000000003	Expression	-0.0416425291286202	0.92887
ENSG00000000003	ENST00000373020	1.00550765614966	0.98207
ENSG00000000003	ENST00000496771	0.815647833723116	0.56613
ENSG00000000003	ENST00000612152	0.924192665072377	0.91981
ENSG00000000419	Expression	-0.219025174116066	0.46194
ENSG00000000419	ENST00000371582	0.859271386970875	0.75426
ENSG00000000419	ENST00000371584	0.875051041808485	0.8117
ENSG00000000419	ENST00000371588	1.02562035802917	0.97356
ENSG00000000419	ENST00000466152	0.814838244470571	0.55476
ENSG00000000457	Expression	0.449435938527664	0.14397
ENSG00000000457	ENST00000367771	0.854373762396365	0.72866
ENSG00000000457	ENST00000367772	1.09468298108407	0.85093
ENSG00000000457	ENST00000423670	1.19656588158136	0.52819
ENSG00000000457	ENST00000470238	1.0797399935455	0.84379
ENSG00000000460	Expression	0.017334693354318	0.97911
ENSG00000000460	ENST00000286031	1.05097671911572	0.87905
ENSG00000000460	ENST00000413811	1.06811327482511	0.8924
ENSG00000000460	ENST00000459772	0.885934458597846	0.80795
ENSG00000000460	ENST00000481744	1.03123501110462	0.88815
ENSG00000000460	ENST00000496973	1.07458723104016	0.85262
ENSG00000000460	ENST00000498289	1.14480022289885	0.67224
ENSG00000000971	Expression	-0.605440259122694	0.00246
ENSG00000000971	ENST00000367429	0.98354115001552	0.98222
ENSG00000000971	ENST00000466229	1.15305365208076	0.6784
ENSG00000000971	ENST00000630130	1.02978412619627	0.96722
ENSG00000001036	Expression	0.118529150802697	0.66131
ENSG00000001036	ENST00000002165	1.00021265309403	0.97045
ENSG00000001036	ENST00000367585	0.965280483822016	0.93954
ENSG00000001036	ENST00000451668	0.940511489820826	0.92578
ENSG00000001084	Expression	-0.0277136380412771	0.96831
ENSG00000001084	ENST00000229416	1.04416022276136	0.96942
ENSG00000001084	ENST00000509541	0.827810349150435	0.62572
ENSG00000001084	ENST00000514004	0.819361804460113	0.57348
ENSG00000001084	ENST00000514933	0.681132595337763	0.0925
ENSG00000001084	ENST00000515580	0.887519654148737	0.80101
ENSG00000001167	Expression	0.558467336667192	0.00502
ENSG00000001167	ENST00000341376	0.995672983850388	0.98327
ENSG00000001167	ENST00000353205	1.17666367966179	0.61305
ENSG00000001460	Expression	0.804995138734993	0
ENSG00000001460	ENST00000003583	0.951849921055801	0.9351
ENSG00000001460	ENST00000337248	1.0313019298001	0.9552
ENSG00000001460	ENST00000435187	0.891350423332932	0.78794
ENSG00000001460	ENST00000438866	0.896686021021361	0.80116
ENSG00000001460	ENST00000468303	0.98402391649293	0.95408
ENSG00000001460	ENST00000475760	0.770934796728269	0.37661
ENSG00000001460	ENST00000483528	0.876713954749382	0.74639
ENSG00000001460	ENST00000497384	0.803026352038712	0.49647
ENSG00000001461	Expression	0.162465474508069	0.48947
ENSG00000001461	ENST00000003912	0.985573866647219	0.98236
ENSG00000001461	ENST00000339255	1.17068726066822	0.6233
ENSG00000001461	ENST00000358028	1.09392909495636	0.79092
ENSG00000001461	ENST00000374399	1.02944807309947	0.95199
ENSG00000001461	ENST00000432012	1.03910915957559	0.8831
ENSG00000001461	ENST00000475663	1.2283998658129	0.43171
ENSG00000001461	ENST00000488155	1.03647357265053	0.86974
ENSG00000001497	Expression	0.0806165834965065	0.79882
ENSG00000001497	ENST00000374807	1.00942060361903	0.99136
ENSG00000001497	ENST00000374811	1.01500007870739	0.9869
ENSG00000001497	ENST00000469091	1.00504927066907	0.94531
ENSG00000001497	ENST00000484069	0.947310116151851	0.97113
ENSG00000001617	Expression	0.00276647318444933	0.99389
ENSG00000001617	ENST00000002829	0.980918361091212	0.98379
ENSG00000001617	ENST00000413852	0.999691880831868	0.98814
ENSG00000001617	ENST00000414301	1.13689636579594	0.73499
ENSG00000001617	ENST00000426511	1.04271114049365	0.8833
ENSG00000001617	ENST00000470737	1.01172503243321	0.903
ENSG00000001626	Expression	-0.0111685629214792	0.97658
ENSG00000001626	ENST00000003084	1.03583069223049	0.93407
ENSG00000001626	ENST00000621535	0.848555295757371	0.73695
ENSG00000001629	Expression	0.175423907839489	0.56268
ENSG00000001629	ENST00000265742	0.988057239953941	0.55476
ENSG00000001629	ENST00000413588	5.74888735814172	0
ENSG00000001629	ENST00000422095	1.21216749229537	0.43271
ENSG00000001629	ENST00000465883	0.702454452664589	0.23678
ENSG00000001630	Expression	0.000695849658761802	0.99193
ENSG00000001630	ENST00000003100	1.00089426813932	0.99732
ENSG00000001630	ENST00000450723	0.983643396206296	0.99634
ENSG00000001631	Expression	0.0212226783900576	0.98004
ENSG00000001631	ENST00000340022	1.29154615461173	0.24442
ENSG00000001631	ENST00000394503	0.957057188995661	0.89262
ENSG00000001631	ENST00000394505	1.06533972435377	0.90846
ENSG00000001631	ENST00000394507	1.1191624597043	0.74651
ENSG00000001631	ENST00000430102	1.09260078929301	0.7831
ENSG00000001631	ENST00000433016	1.13415884680274	0.69585
ENSG00000001631	ENST00000444960	0.984466519618461	0.88249
ENSG00000001631	ENST00000470309	1.15030073175989	0.65196
ENSG00000001631	ENST00000475770	0.796997213397218	0.47181
ENSG00000001631	ENST00000486261	0.976577079183708	0.92189
ENSG00000001631	ENST00000487168	1.15626957922358	0.63752
ENSG00000002016	Expression	0.613470204447282	0.00463
ENSG00000002016	ENST00000358495	1.07839420417831	0.79887
ENSG00000002016	ENST00000430095	0.945159360499407	0.75155
ENSG00000002016	ENST00000463750	0.811458947815325	0.58532
ENSG00000002016	ENST00000481052	0.895480101818242	0.71474
ENSG00000002016	ENST00000488642	1.04299948464197	0.79282
ENSG00000002016	ENST00000535376	1.7952393750943	0.24675
ENSG00000002016	ENST00000536177	0.65288018007742	0.3409
ENSG00000002016	ENST00000542297	0.739525232500219	0.48598
ENSG00000002016	ENST00000542785	1.03286444280841	0.74478
ENSG00000002330	Expression	-0.463650934523293	0.02911
ENSG00000002330	ENST00000309032	0.989221948198277	0.97815
ENSG00000002330	ENST00000394531	0.975229538377728	0.91113
ENSG00000002330	ENST00000394532	0.991905397795559	0.95369
ENSG00000002330	ENST00000492141	1.04410303915209	0.88196
ENSG00000002330	ENST00000544271	1.10853604536058	0.8153
ENSG00000002549	Expression	-0.00873100330154004	0.99163
ENSG00000002549	ENST00000503467	3.5786035676214	0
ENSG00000002549	ENST00000512397	0.843101908825504	0.28769
ENSG00000002549	ENST00000606142	0.947339712994275	0.59739
ENSG00000002549	ENST00000618908	1.17896850526225	0.54275
ENSG00000002586	Expression	-0.366663107442936	0
ENSG00000002586	ENST00000381177	1.05672685969432	0.86351
ENSG00000002586	ENST00000381180	1.15854862335292	0.62609
ENSG00000002586	ENST00000381184	1.01003095211806	0.90591
